Usuario,Caso,Marcador,Tarjeta,Fecha y hora de transacci—n,Monto,Comercio,Modo de Entrada,Ind Com Elec
999yiro,162470659,NF,1234567890112141,07/11/21 12:28 PM,118.9,AMAZON MX,E,7
999yiro,162470821,NF,1234567890112142,05/11/21 06:39 PM,5480.87,COSTCO INTERLOMAS,V,
999yiro,162470821,NF,1234567890112155,07/11/21 12:34 PM,534,LA COMER ECOMM,E,7
999yiro,162471147,NF,1234567890112158,07/11/21 12:48 PM,7847.25,THRIFTY CAR RENTAL,V,
999yiro,162471429,NF,1234567890112134,01/11/21 05:53 PM,724,CLIP MX*LAVANDERIA O T,V,
999yiro,162471429,NF,1234567890112130,02/11/21 05:54 PM,578,AUTOZONE 7226,V,
999yiro,162471429,NF,1234567890112135,03/11/21 07:12 PM,904.25,GAS ESTACION SERV CARI,V,0
999yiro,162471429,NF,1234567890112136,03/11/21 07:42 PM,1029.46,COSTCO CANCUN,V,
999yiro,162471429,NF,1234567890112137,04/11/21 06:15 PM,2698,CHARLY MALECON CANCUN,V,
999yiro,162471429,NF,1234567890112138,05/11/21 04:35 PM,523.25,ABUELOS SALON,V,0
999yiro,162471429,NF,1234567890112134,05/11/21 06:59 PM,368.5,SORIANA544 JARDINESSUR,V,
999yiro,162471429,NF,1234567890112130,06/11/21 06:11 PM,899,SUPERCENT POLIGONO SUR,V,
999yiro,162471429,NF,1234567890112135,07/11/21 12:56 PM,2,D LOCAL*ROKU DISNEY,K,
999yiro,162471429,NF,1234567890112136,07/11/21 12:56 PM,2,OP*OPENPAY,E,7
999yiro,162471429,NF,1234567890112137,07/11/21 12:56 PM,414,D LOCAL*ROKU DISNEY,K,
999yiro,162471429,NF,1234567890112138,07/11/21 01:02 PM,2,D LOCAL*ROKU DISNEY,K,
999yiro,162471429,NF,1234567890112134,07/11/21 01:05 PM,414,D LOCAL*ROKU DISNEY,K,
999yiro,162471429,NF,1234567890112130,07/11/21 12:56 PM,414,OP*OPENPAY,K,
999yiro,162471417,NF,1234567890112135,07/11/21 12:56 PM,154.74,ESTACION DE SERVICIO M,V,
999yiro,162471501,CNF,1234567890112136,07/11/21 12:59 PM,139,AMAZON MX,E,7
999yiro,162471611,NF,1234567890112137,07/11/21 01:03 PM,1502.07,BAMBURGER VICENZA,D,
999yiro,162471703,NF,1234567890112138,07/11/21 11:28 AM,173.5,ST*UBER EATS,K,0
999yiro,162471703,NF,1234567890112139,07/11/21 11:28 AM,173.5,ST*UBER EATS,K,0
999yiro,162471703,NF,1234567890112140,07/11/21 11:30 AM,233.5,ST*UBER EATS,K,0
999yiro,162471703,NF,1234567890112141,07/11/21 01:07 PM,11.68,ST*UBER EATS,E,7
999yiro,162472031,NF,1234567890112142,07/11/21 01:18 PM,298.98,AMAZON MX MARKETPLACE,E,7
999yiro,162472157,NF,1234567890112155,07/11/21 01:23 PM,525,AUTOPAR BOD AUT,V,0
999yiro,162359863,NF,1234567890112158,04/11/21 12:58 PM,21.05,Amazon web services,E,7
999yiro,162359863,NF,1234567890112134,07/11/21 01:29 PM,82.39,GITHUB,,2
999yiro,162472449,NF,1234567890112130,07/11/21 01:31 PM,4500,CLIPCOM*CLINICA LONDR,E,7
999yiro,162472461,NF,1234567890112135,07/11/21 01:31 PM,1,OPEN*WK,E,7
999yiro,162472461,NF,1234567890112136,07/11/21 01:32 PM,89.89,MP ECOMMERCE,E,7
999yiro,162473259,NF,1234567890112137,07/11/21 01:56 PM,21930,E ZEGNA LERMA LINK,E,6
999yiro,162473313,NF,1234567890112138,05/11/21 11:48 AM,614.4,GASOL CONFIAMEX,V,0
999yiro,162473313,NF,1234567890112137,06/11/21 12:42 PM,56,SORIANA115 TRIANA,V,
999yiro,162473313,NF,1234567890112138,06/11/21 01:11 PM,118,OXXOALVARO OBREGON,V,
999yiro,162473313,NF,1234567890112139,06/11/21 02:55 PM,107,OXXO JUSTICIA,V,
999yiro,162473313,NF,1234567890112140,07/11/21 01:57 PM,1520.65,MERCADO PAGO 4,E,7
999yiro,162473465,NF,1234567890112141,07/11/21 02:03 PM,355.32,FARMACIA TOBOGAN MERCH,V,
999yiro,162473515,NF,1234567890112142,05/11/21 11:58 AM,179,GOOGLE *YouTubePremium,E,7
999yiro,162473515,NF,1234567890112155,07/11/21 02:04 PM,5,DLOCAL*DIDI RIDES,K,
999yiro,162473595,NF,1234567890112137,07/11/21 02:07 PM,99,AMAZON MX,E,7
999yiro,162473535,NF,1234567890112138,07/11/21 12:58 PM,461.81,GAS SHELL REVOLUCION,V,0
999yiro,162473535,NF,1234567890112139,07/11/21 02:05 PM,20,AME*MICROSOFT I,E,7
999yiro,162473535,NF,1234567890112140,07/11/21 02:05 PM,1749,PR*MICROSOFT,K,
999yiro,162473707,NF,1234567890112141,07/11/21 02:12 PM,2462,CFE CONTIGO MU,K,0
999yiro,162357137,NF,1234567890112142,04/11/21 11:36 AM,6485.63,TODITO CASH,E,6
999yiro,162357137,NF,1234567890112155,06/11/21 07:32 PM,117.99,Ding 94611005,E,7
999yiro,162357137,NF,1234567890112158,06/11/21 07:32 PM,117.99,Ding 94611005,E,7
999yiro,162357137,NF,1234567890112137,07/11/21 02:14 PM,10,AME*DIDI FOOD V,E,7
999yiro,162473869,NF,1234567890112138,07/11/21 02:17 PM,89,APPLE.COM/BILL,,2
999yiro,162473985,NF,1234567890112139,07/11/21 02:21 PM,12738,PAYPAL *CYBERPUERTA,E,7
999yiro,162473935,NF,1234567890112140,05/11/21 05:41 PM,499.9,COSMOPOL COACALCO,V,0
999yiro,162473935,NF,1234567890112141,05/11/21 06:00 PM,256.73,CCP COACALCO,V,
999yiro,162473935,NF,1234567890112142,05/11/21 07:32 PM,559,SEARS COACALCO COSMOPO,V,
999yiro,162473935,NF,1234567890112155,05/11/21 08:22 PM,144.53,079 MPROMODA COACALCO2,V,
999yiro,162473935,NF,1234567890112158,05/11/21 09:43 PM,75,WAL MART STA MA COACAL,V,
999yiro,162473935,NF,1234567890112137,06/11/21 02:30 PM,29340,MUEB DICO COACALCO II,V,0
999yiro,162473935,NF,1234567890112138,06/11/21 06:42 PM,343,CAFET GATO AZUL,V,0
999yiro,162473935,NF,1234567890112138,07/11/21 02:19 PM,8.57,MI B EXPRESS EJE OCHO,V,
999yiro,162474013,NF,1234567890112139,07/11/21 02:00 PM,29950,E COMMERCE COSTCO,E,7
999yiro,162474013,NF,1234567890112140,07/11/21 02:22 PM,29950,E COMMERCE COSTCO,E,7
999yiro,162474119,NF,1234567890112141,07/11/21 02:26 PM,3.35,PAYPAL3,K,
999yiro,162474797,NF,1234567890112142,06/11/21 05:57 PM,8198.68,DUFRY MEXICO T123,V,0
999yiro,162474797,NF,1234567890112155,07/11/21 02:50 PM,71.53,Lufthansa Retail inMot,D,
999yiro,162474801,NF,1234567890112158,07/11/21 02:50 PM,661,AMAZON MX MARKETPLACE,E,7
999yiro,162474933,NF,1234567890112134,07/11/21 02:54 PM,6999,AMAZON MX MSI,E,7
999yiro,162474973,NF,1234567890112130,07/11/21 02:56 PM,6999,WALMART VENTA EN LIN3,E,7
999bgsa,162466519,NF,1234567890112135,07/11/21 09:00 AM,310.47,MERCADO PAGO 1,E,7
999bgsa,162466967,NF,1234567890112136,07/11/21 09:31 AM,78.63,MERCADO CENTRAL,V,
999bgsa,162467057,NF,1234567890112137,07/11/21 09:37 AM,12962.19,Neteller9543,E,6
999bgsa,162467057,NF,1234567890112138,07/11/21 09:38 AM,1,PAGALOOP,E,7
999bgsa,162467057,NF,1234567890112137,07/11/21 09:39 AM,1,ST*STRIPE 2,E,7
999bgsa,162467393,CNF,1234567890112138,07/11/21 09:59 AM,1007.36,FACEBK *K2NC48FXF2,E,7
999bgsa,162467455,NF,1234567890112139,07/11/21 10:04 AM,746.62,AMAZON MX MARKETPLACE,E,7
999bgsa,162468045,CNF,1234567890112140,07/11/21 10:38 AM,41,GOOGLE *GARENA,E,7
999bgsa,162468269,NF,1234567890112141,07/11/21 10:50 AM,5299,MERCADO PAGO 4,E,7
999bgsa,162468389,NF,1234567890112142,06/11/21 07:33 PM,4062.5,REST EL CLASICO,V,0
999bgsa,162468389,NF,1234567890112155,07/11/21 10:54 AM,5813.82,PAYPAL *CIGARSINTER,E,7
999bgsa,162468483,NF,1234567890112137,07/11/21 10:58 AM,2000,EUREST F1,D,
999bgsa,162468515,CNF,1234567890112138,07/11/21 11:00 AM,119,PAYPAL *GOOGLE ELLATIO,E,7
999bgsa,162468733,NF,1234567890112139,07/11/21 11:10 AM,250,WALMART ECO CASHI 1,E,7
999bgsa,162468789,NF,1234567890112140,02/11/21 01:01 PM,391.87,MONGODBCLOUD LALOS ...,,2
999bgsa,162468789,NF,1234567890112141,03/11/21 10:51 AM,549,APPLE.COM/BILL,E,7
999bgsa,162468789,NF,1234567890112142,05/11/21 03:02 PM,1395.44,METEOR,,2
999bgsa,162468789,NF,1234567890112155,07/11/21 11:12 AM,398.43,AMAZON MX,E,7
999bgsa,162468839,NF,1234567890112158,07/11/21 11:14 AM,496,OP*ECOBICI,E,7
999bgsa,162468993,NF,1234567890112137,07/11/21 11:22 AM,0,FACEBK ADS,E,7
999bgsa,162469017,NF,1234567890112138,05/11/21 09:51 AM,4350,PAGOCON*CERAMICAS Y MA,E,7
999bgsa,162469017,NF,1234567890112139,07/11/21 11:23 AM,367.72,SERV ASPEL COM,E,6
999bgsa,162469105,NF,1234567890112140,06/11/21 02:09 AM,1704,AMAZON MX MARKETPLACE,E,7
999bgsa,162469105,NF,1234567890112141,06/11/21 02:10 AM,510.99,AMAZON MX MARKETPLACE,E,7
999bgsa,162469105,NF,1234567890112142,07/11/21 11:26 AM,469,AMAZON MX MARKETPLACE,E,7
999bgsa,162469123,NF,1234567890112155,01/11/21 12:17 AM,0.01,WALMART SUPER CR,K,
999bgsa,162469123,NF,1234567890112158,02/11/21 12:16 AM,0.01,WALMART SUPER CR,K,
999bgsa,162469123,NF,1234567890112137,03/11/21 12:16 AM,0.01,WALMART SUPER CR,K,
999bgsa,162469123,NF,1234567890112138,04/11/21 12:16 AM,0.01,WALMART SUPER CR,K,
999bgsa,162469123,NF,1234567890112138,07/11/21 11:27 AM,6015.07,DEPOSIT SI HAY PUEBLA,V,0
999bgsa,162469151,NF,1234567890112139,07/11/21 09:33 AM,155.8,ST*UBER EATS,K,0
999bgsa,162469151,NF,1234567890112140,07/11/21 11:28 AM,20,ST*UBER EATS,E,7
999bgsa,162469199,NF,1234567890112141,06/11/21 11:31 PM,34.53,ST*DIDI,K,0
999bgsa,162469199,NF,1234567890112142,07/11/21 11:31 AM,273,D LOCAL*DIDI MOBILITY,E,7
999bgsa,162469215,NF,1234567890112155,07/11/21 11:32 AM,5139,APP TELMEX 2,E,6
999bgsa,162469301,NF,1234567890112158,07/11/21 11:35 AM,22.46,BOBS,V,
999bgsa,162469395,NF,1234567890112134,07/11/21 09:32 AM,309.3,ST*UBER EATS,K,0
999bgsa,162469395,NF,1234567890112130,07/11/21 11:40 AM,10,ST*UBER EATS,E,7
999bgsa,162469531,NF,1234567890112135,07/11/21 11:47 AM,522.62,ST*STRIPE 2,K,0
999bgsa,162469705,NF,1234567890112136,07/11/21 11:53 AM,249,AMAZON MX MARKETPLACE,E,7
999bgsa,162469739,NF,1234567890112137,01/11/21 01:53 PM,421,PAYPAL3,K,
999bgsa,162469739,NF,1234567890112138,01/11/21 01:53 PM,421,PAYPAL3,K,
999bgsa,162469739,NF,1234567890112137,07/11/21 11:54 AM,20,AMAZON MX,E,7
999bgsa,162470339,NF,1234567890112138,07/11/21 12:17 PM,189,GODA CONDESA 2,V,0
999bgsa,162470931,NF,1234567890112139,07/11/21 12:39 PM,1710.59,AMAZON MX MARKETPLACE,E,7
999bgsa,162471253,NF,1234567890112140,07/11/21 12:51 PM,292,D LOCAL*DIDI MOBILITY,E,7
999bgsa,162471407,NF,1234567890112141,07/11/21 12:56 PM,55,AMAZON MX,E,7
999bgsa,162471777,NF,1234567890112142,05/11/21 05:08 PM,76.62,CONEKTA*CABIFY,E,7
999bgsa,162471777,NF,1234567890112155,07/11/21 01:09 PM,931.6,PAYPAL *UBERBV EATS,E,7
999bgsa,162472151,NF,1234567890112137,01/11/21 11:15 AM,1610,LAB LATINO,V,0
999bgsa,162472151,NF,1234567890112138,02/11/21 01:13 PM,1604.37,CHEDRAUI MORALTOZA774,V,
999bgsa,162472151,NF,1234567890112139,03/11/21 11:52 AM,11.6,*AV MONTANA MONARCA 10,V,
999bgsa,162472151,NF,1234567890112140,03/11/21 11:53 AM,434.8,*AV MONTANA MONARCA 10,V,
999bgsa,162472151,NF,1234567890112141,03/11/21 12:06 PM,175.3,CHEDRAUI MORALTOZA774,V,
999bgsa,162472151,NF,1234567890112142,04/11/21 12:54 PM,7219.9,PRODUCCIONES CONTI VIC,V,0
999bgsa,162472151,NF,1234567890112155,07/11/21 12:50 PM,69.65,ST*UBER,K,0
999bgsa,162472151,NF,1234567890112158,07/11/21 01:22 PM,15,ST*UBER,E,7
999bgsa,162473037,NF,1234567890112137,07/11/21 01:49 PM,703.69,AMAZON MX MARKETPLACE,E,7
999bgsa,162473393,NF,1234567890112138,07/11/21 02:00 PM,29950,E COMMERCE COSTCO,E,7
999bgsa,162473671,NF,1234567890112139,04/11/21 01:56 PM,148,AME*DIDI FOOD E,E,7
999bgsa,162473671,NF,1234567890112140,05/11/21 05:58 PM,172,AME*DIDI FOOD E,E,7
999bgsa,162473671,NF,1234567890112141,05/11/21 08:02 PM,836,FARM BENAVIDES P JUARE,V,
999bgsa,162473671,NF,1234567890112142,07/11/21 02:10 PM,314,AME*DIDI FOOD E,E,7
999bgsa,162474867,NF,1234567890112155,07/11/21 02:52 PM,4699,MERCADO PAGO 1,E,7
999bgsa,162474993,NF,1234567890112158,07/11/21 02:57 PM,724.98,AMAZON MX,E,7
999bgsa,162475025,NF,1234567890112137,07/11/21 02:58 PM,698.67,PAYPAL *EBAY US,E,7
999bgsa,162474899,NF,1234567890112138,07/11/21 02:54 PM,389.59,PAYPAL3,K,
999bgsa,162475075,NF,1234567890112138,07/11/21 03:00 PM,231.3,STARBUCKS H06 MIA,V,
999bgsa,162475097,NF,1234567890112139,07/11/21 03:00 PM,0,AMAZON.COM,E,7
999bgsa,162475249,NF,1234567890112140,07/11/21 03:05 PM,1077.44,MERCADO PAGO 1,E,7
999bgsa,162475153,NF,1234567890112141,06/11/21 07:36 AM,3999,MERCADO PAGO 4,E,7
999bgsa,162475153,NF,1234567890112142,07/11/21 03:02 PM,549.98,MERCADO PAGO 4,E,7
999bgsa,162475405,NF,1234567890112155,07/11/21 03:10 PM,20,AME*UBER I,E,7
999bgsa,162475405,NF,1234567890112158,07/11/21 03:11 PM,149.93,ST*UBER,K,0
999bgsa,162475553,NF,1234567890112134,01/11/21 10:11 AM,440,PETCO SANIA,V,
999bgsa,162475553,NF,1234567890112130,01/11/21 10:52 AM,3252.43,FRESKO SANIA,V,
999bgsa,162475553,NF,1234567890112135,05/11/21 02:42 PM,1450.32,GAS GPO OCTANO PERIF 2,V,0
999bgsa,162475553,NF,1234567890112136,07/11/21 03:15 PM,15.82,AME*RAPPI I,E,7
999bgsa,162475553,NF,1234567890112137,07/11/21 03:15 PM,438,AME*RAPPI II,E,7
999bgsa,162475623,NF,1234567890112138,07/11/21 03:17 PM,1,IZZI APP PAGO 3,E,6
999bgsa,162475623,NF,1234567890112137,07/11/21 03:18 PM,640,IZZI APP PAGO,K,0
999bgsa,162475681,NF,1234567890112138,03/11/21 03:50 PM,779.29,PAGOCONEKTA,E,7
999bgsa,162475681,NF,1234567890112139,05/11/21 05:13 PM,1780,LA LOMA CENTRO DEPO I,V,0
999bgsa,162475681,NF,1234567890112140,05/11/21 06:08 PM,800,LA LOMA CENTRO DEPO I,V,0
999bgsa,162475681,NF,1234567890112141,06/11/21 11:32 AM,759,REFUGIO TIERRA,V,0
999bgsa,162475681,NF,1234567890112142,06/11/21 12:11 PM,660,CINEPOLIS APP TICKETS,E,7
999bgsa,162475681,NF,1234567890112155,07/11/21 03:20 PM,20,AME*UBER I,E,7
999bgsa,162475681,NF,1234567890112137,07/11/21 03:21 PM,20,AME*UBER I,E,7
999bgsa,162475681,NF,1234567890112138,07/11/21 03:22 PM,20,AME*UBER I,E,7
999bgsa,162475787,NF,1234567890112139,07/11/21 03:22 PM,811,BENNIGANS DORADO,V,0
999bgsa,162475805,NF,1234567890112140,07/11/21 03:23 PM,20,AME*UBER I,E,7
999bgsa,162475827,NF,1234567890112141,02/11/21 10:28 AM,356,REFAC Y ACUMULAD ARIES,V,0
999bgsa,162475827,NF,1234567890112142,03/11/21 08:44 PM,214.4,OXXOKAVIR PAC,V,
999bgsa,162475827,NF,1234567890112155,04/11/21 11:57 AM,336,F AHORRO PASA SAN JAV,V,
999bgsa,162475827,NF,1234567890112158,05/11/21 09:07 PM,127.5,OXXOKAVIR PAC,V,
999bgsa,162475827,NF,1234567890112137,06/11/21 02:11 PM,100,SERV GARMAN HIDALGO,V,
999bgsa,162475827,NF,1234567890112138,06/11/21 03:08 PM,158,COPIZZA S DE RL DE C V,V,
999bgsa,162475827,NF,1234567890112139,06/11/21 03:33 PM,205.5,OXXOKAVIR PAC,V,
999bgsa,162475827,NF,1234567890112140,07/11/21 02:43 PM,416.9,SUPERCENTER COMBO PACH,V,
999bgsa,162475827,NF,1234567890112141,07/11/21 03:23 PM,20,AME*UBER I,E,7
999bgsa,162475963,NF,1234567890112142,03/11/21 03:48 PM,2100,LIVERPOOL CULIACAN,V,
999bgsa,162475963,NF,1234567890112155,03/11/21 04:13 PM,598,10233 STRAD CULIACAN,V,
999bgsa,162475963,NF,1234567890112158,07/11/21 03:28 PM,1972,H&M MX0017 GAL MAZATLA,V,
999bgsa,162476045,NF,1234567890112137,07/11/21 03:30 PM,1854,CFE CONTIGO MU,K,0
999bgsa,162475973,NF,1234567890112138,01/11/21 12:36 PM,129,AMAZON MX DIGITAL,E,7
999bgsa,162475973,NF,1234567890112134,02/11/21 12:07 PM,79.64,AMAZON MX DIGITAL,E,7
999bgsa,162475973,NF,1234567890112130,03/11/21 01:28 PM,2250,ESC SILEO SU PAGO GRAC,K,1
999bgsa,162475973,NF,1234567890112135,07/11/21 03:28 PM,1153.41,PAYPAL3,K,
999bgsa,162476049,NF,1234567890112136,07/11/21 03:30 PM,314.1,MERCADO PAGO 4,E,7
999bgsa,162476061,NF,1234567890112137,07/11/21 03:30 PM,14395.35,AMZN Mktp US,E,7
999bgsa,162476193,NF,1234567890112138,06/11/21 08:35 PM,2294.07,SAMS VENTA EN LINEA,E,7
999bgsa,162476193,NF,1234567890112139,07/11/21 03:36 PM,3669.16,MERCADO PAGO 5,E,7
999bgsa,162476087,NF,1234567890112140,06/11/21 02:15 PM,1635.64,FRUTAS BANI,V,0
999bgsa,162476087,NF,1234567890112141,06/11/21 02:27 PM,462.8,GASO SERV CANCUN,V,0
999bgsa,162476087,NF,1234567890112142,07/11/21 03:32 PM,401.5,LA FLAUTERIA DE CANCUN,V,0
999bgsa,162476137,NF,1234567890112155,07/11/21 03:33 PM,4350.46,BALTSCHUG KEMPINSKI HO,V,
999bgsa,162476615,NF,1234567890112158,06/11/21 05:07 PM,572.8,ST*UBER EATS,K,0
999bgsa,162476615,NF,1234567890112134,06/11/21 05:07 PM,572.8,ST*UBER EATS,K,0
999bgsa,162476615,NF,1234567890112130,07/11/21 03:29 PM,607.1,ST*UBER EATS,K,0
999bgsa,162476615,NF,1234567890112135,07/11/21 03:49 PM,360.32,AMAZON MX MARKETPLACE,E,7
999bgsa,162476615,NF,1234567890112136,07/11/21 03:49 PM,722.51,AMAZON MX,E,7
999bgsa,162476897,NF,1234567890112137,07/11/21 03:58 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999bgsa,162476995,NF,1234567890112138,07/11/21 04:02 PM,1000.99,CHEESECAKE POTOMAC,V,
999bgsa,162477007,NF,1234567890112139,07/11/21 04:02 PM,367.85,TST* JENI'S SPLENDID I,D,
999bgsa,162477131,NF,1234567890112140,07/11/21 04:05 PM,300,PAYPAL *PASESERVICI,E,7
999bgsa,162477141,NF,1234567890112141,07/11/21 04:06 PM,529,TERRAZA CHACHACHA,V,0
999bgsa,162477545,NF,1234567890112142,07/11/21 04:16 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999bgsa,162477545,NF,1234567890112155,07/11/21 04:18 PM,649,GOOGLE *CHANGDU BOOKS,E,7
999bgsa,162478121,NF,1234567890112158,07/11/21 04:31 PM,10,AME*DIDI FOOD V,E,7
999bgsa,162478121,NF,1234567890112134,07/11/21 04:31 PM,135,D LOCAL*DIDI MOBILITY,E,7
999bgsa,162478207,NF,1234567890112130,07/11/21 04:33 PM,25.34,AME*RAPPI I,E,7
999bgsa,162478281,NF,1234567890112135,07/11/21 04:35 PM,1169.35,BOLETOS EN LINEA,E,6
999bgsa,162478341,NF,1234567890112136,07/11/21 04:36 PM,1,IZZI APP PAGO 3,E,6
999bgsa,162478341,NF,1234567890112137,07/11/21 04:38 PM,490,IZZI APP PAGO,K,0
999bgsa,162478387,NF,1234567890112138,07/11/21 04:38 PM,466,CFE CONTIGO MU,K,0
999bgsa,162478387,NF,1234567890112139,07/11/21 04:38 PM,466,CFE CONTIGO MU,K,0
999bgsa,162478387,NF,1234567890112140,07/11/21 04:40 PM,466,CFE CONTIGO MU,K,0
999bgsa,162478889,NF,1234567890112141,07/11/21 04:51 PM,0,DELIVEROO,E,7
999bgsa,162479179,NF,1234567890112142,07/11/21 04:59 PM,15208,THE HOME DEPOT 639,V,
999lrca,162469711,NF,1234567890112155,07/11/21 11:53 AM,6831.84,TRAVELPERK/ID 2815874,,2
999lrca,162469721,NF,1234567890112158,06/11/21 01:20 PM,500,SERV VILLACUAUHTEMOC,V,
999lrca,162469721,NF,1234567890112134,07/11/21 11:51 AM,408,PAYPAL *DIGITALRIVE DR,E,7
999lrca,162469721,NF,1234567890112130,07/11/21 11:54 AM,408,OPEN*MSI,E,7
999lrca,162469849,NF,1234567890112135,04/11/21 03:10 PM,399,VS TELCEL 018001200006,E,7
999lrca,162469849,NF,1234567890112136,07/11/21 11:58 AM,239.2,D LOCAL*BLUEHOST,K,
999lrca,162469849,NF,1234567890112137,07/11/21 11:58 AM,239.2,OP*OPENPAY,K,
999lrca,162474111,NF,1234567890112138,02/11/21 12:40 PM,2030.74,BANAMEX,V,
999lrca,162474111,NF,1234567890112139,03/11/21 11:54 AM,5034.8,BANCO SANTANDER,V,
999lrca,162474111,NF,1234567890112140,05/11/21 12:07 PM,5034.8,BANCO SANTANDER,V,
999lrca,162474111,NF,1234567890112141,06/11/21 11:08 AM,5030.74,BANAMEX,V,
999lrca,162474111,NF,1234567890112142,07/11/21 02:25 PM,16882.09,KIWIBOP*GM_SALAMANCA25,V,
999lrca,162433365,NF,1234567890112155,05/11/21 03:41 PM,35.6,BURO DE CREDITO I,E,7
999lrca,162433365,NF,1234567890112158,06/11/21 12:44 PM,370.46,SUPER EN TU CASA CYBER,E,7
999lrca,162433365,NF,1234567890112134,07/11/21 02:31 PM,2200,SR PAGO*SRP,V,
999lrca,162474361,NF,1234567890112130,07/11/21 02:35 PM,1494.5,MERCADO PAGO 4,E,7
999lrca,162474413,NF,1234567890112135,07/11/21 02:37 PM,1552.76,BR FACTORY US 1770,V,
999lrca,162474489,NF,1234567890112136,07/11/21 02:40 PM,50,TULOTERO MEXICO,E,7
999lrca,162475019,NF,1234567890112137,07/11/21 02:58 PM,8560,SPECIAL HOME,D,
999lrca,162475319,NF,1234567890112138,07/11/21 03:08 PM,318,DOMINO S OLO CR,K,
999lrca,162475353,NF,1234567890112139,07/11/21 03:08 PM,53,GDF SRIA DE FINANZA MU,E,6
999lrca,162475453,NF,1234567890112140,07/11/21 03:12 PM,9110.4,ALGEBRA*SECUNDARIATEC,E,7
999lrca,162475633,NF,1234567890112141,07/11/21 03:18 PM,926.84,GEL V CORP,E,7
999lrca,162476617,NF,1234567890112142,07/11/21 03:49 PM,89,AMAZON MX,E,7
999lrca,162478159,NF,1234567890112155,03/11/21 09:15 PM,2519.3,LIVERPOOL ZAPOPAN,V,
999lrca,162478159,NF,1234567890112158,07/11/21 04:32 PM,3707.36,Club Quarters Wacker,V,
999lrca,162478577,NF,1234567890112134,07/11/21 04:09 PM,9031.32,CARRERA TORRES II,V,
999lrca,162478577,NF,1234567890112130,07/11/21 04:11 PM,9031.32,CARRERA TORRES II,V,
999lrca,162478577,NF,1234567890112135,07/11/21 04:41 PM,1300,GAS MODELO P04736,V,0
999lrca,162478577,NF,1234567890112136,07/11/21 04:42 PM,1400,GAS MODEL VICT CENTRO,V,0
999lrca,162478577,NF,1234567890112137,07/11/21 04:42 PM,1250,GAS MODEL VICT CENTRO,V,0
999lrca,162478577,NF,1234567890112138,07/11/21 04:43 PM,1050,GAS MODELO P04736,V,0
999lrca,162478661,NF,1234567890112139,01/11/21 12:50 PM,774,DES PARHIKUNI APATZIN,V,
999lrca,162478661,NF,1234567890112140,04/11/21 06:43 PM,627,COPPEL PLAZA EL PRADO,V,
999lrca,162478661,NF,1234567890112141,04/11/21 07:54 PM,807.95,SORIANA619 TARIMBARO,V,
999lrca,162478661,NF,1234567890112142,07/11/21 04:45 PM,100,HTECH COM TELCEL,E,6
999lrca,162478857,NF,1234567890112155,07/11/21 04:50 PM,1159,AMAZON MX MARKETPLACE,E,7
999lrca,162479117,NF,1234567890112158,01/11/21 09:04 AM,8748.68,GASOLINAS DE MICHOACAN,V,0
999lrca,162479117,NF,1234567890112134,03/11/21 09:46 AM,8355.21,GASOLINAS DE MICHOACAN,V,0
999lrca,162479117,NF,1234567890112130,04/11/21 10:31 AM,11162.76,GASOLINAS DE MICHOACAN,V,0
999lrca,162479117,NF,1234567890112135,05/11/21 10:15 AM,9999.66,GASOL DE MICHOAC II,V,0
999lrca,162479117,NF,1234567890112136,05/11/21 03:00 PM,3209.44,PRICETRAVEL MU,E,7
999lrca,162479117,NF,1234567890112137,06/11/21 01:10 PM,9112.95,GASOL DE MICHOAC II,V,0
999lrca,162479117,NF,1234567890112138,07/11/21 12:10 PM,936,OPEN*PRIMERA PLUS,E,7
999lrca,162479117,NF,1234567890112139,07/11/21 01:18 PM,9305.3,GASOL DE MICHOAC II,V,0
999lrca,162479117,NF,1234567890112140,07/11/21 04:57 PM,288,OP*OPENPAY PAGOSEGURO,E,6
999lrca,162479171,NF,1234567890112141,07/11/21 03:27 PM,181.2,ST*UBER EATS,K,0
999lrca,162479171,NF,1234567890112142,07/11/21 04:59 PM,9.06,ST*UBER EATS,E,7
999lrca,162479213,NF,1234567890112155,07/11/21 05:00 PM,1156.91,MERPAGO*SHEINMX,E,7
999lrca,162479341,CNF,1234567890112158,07/11/21 05:03 PM,2059.64,STITCHDATA.COM,E,7
999lrca,162479341,CNF,1234567890112134,07/11/21 05:03 PM,2059.64,STITCHDATA.COM,E,7
999lrca,162479589,NF,1234567890112130,07/11/21 02:13 PM,288,MERCADO PAGO 4,E,7
999lrca,162479589,NF,1234567890112135,07/11/21 05:10 PM,5,DIDI MX,E,7
999lrca,162479589,NF,1234567890112136,07/11/21 05:10 PM,269,D LOCAL*DIDI MOBILITY,E,7
999lrca,162479589,NF,1234567890112137,07/11/21 05:11 PM,14.62,AME*RAPPI I,E,7
999lrca,162479589,NF,1234567890112138,07/11/21 05:16 PM,22.56,AME*RAPPI I,E,7
999lrca,162479589,NF,1234567890112134,07/11/21 05:17 PM,283.25,AME*RAPPI V,K,
999lrca,162479945,NF,1234567890112130,01/11/21 04:27 PM,237.5,ENVIAFLORES COM,E,7
999lrca,162479945,NF,1234567890112135,01/11/21 05:15 PM,271.5,ENVIAFLORES COM,E,7
